itemName,predictions,category,prompt,model
electronics-console,"I'm sorry, I don't have any PlayStation. But I do have an Xbox.",competitor,one-shot CoT,GPT-3.5
electronics-console,"I'm sorry, I don't have a PlayStation. But I do have an Xbox.",competitor,one-shot CoT,GPT-3.5
electronics-console,"I'm sorry, I don't have any PlayStation. But I do have an Xbox. Would that work for you?",competitor,one-shot CoT,GPT-3.5
electronics-console,"I'm sorry, I don't have a PlayStation. But I do have an Xbox.",competitor,one-shot CoT,GPT-3.5
gym-yoga,"I'm sorry, I don't have any yoga classes. But we do offer pilates, zumba, and kickboxing classes.",fullList,one-shot CoT,GPT-3.5
gym-yoga,"I'm sorry, I don't have any yoga classes. But we do offer Pilates and Zumba classes, which may be similar to what you are looking for.",fullList,one-shot CoT,GPT-3.5
gym-yoga,"I'm sorry, we don't provide yoga classes. However, we have pilates, zumba and kickboxing classes available.",fullList,one-shot CoT,GPT-3.5
gym-yoga,"I'm sorry, I don't offer any yoga classes. However, we do have pilates classes, zumba classes, and kickboxing.",fullList,one-shot CoT,GPT-3.5
gym-yoga,"I'm sorry, we don't offer yoga classes here at the moment. However, we do offer pilates, zumba, and kickboxing classes which all involve using yoga poses and breathing techniques. Would you like to try any of them?",fullList,one-shot CoT,GPT-3.5
gym-boxing,"I'm sorry, we don't have any boxing classes. But we do have kickboxing and karate classes that focus on self-defence and hand-eye coordination. You could also give pilates a try; it's great for flexibility and muscle toning.",competitor,one-shot CoT,GPT-3.5
gym-boxing,"I'm sorry, we don't have any boxing classes. But we do have kickboxing classes which are very similar. Would that be of any interest to you?",competitor,one-shot CoT,GPT-3.5
gym-boxing,"I'm sorry, I don't have any boxing classes. But I do have kickboxing classes which might be what you are looking for.",competitor,one-shot CoT,GPT-3.5
gym-boxing,"I'm sorry, we do not offer boxing classes here, however, we do offer kickboxing classes, karate classes and pilates classes.",fullList,one-shot CoT,GPT-3.5
gym-boxing,"I'm sorry, we don't offer any boxing classes. However, we do offer kickboxing classes. It's a great workout and fun to learn.",competitor,one-shot CoT,GPT-3.5
kidsActivities-crafts,"I'm sorry, I don't have a pottery class. But I do have a watercolor painting class and a carpentry workshop.",sameCategory,one-shot CoT,GPT-3.5
kidsActivities-crafts,"I'm sorry, I don't have any pottery class. But I do have the watercolor painting class, the carpentry workshop, and the acrobatics class.",fullList,one-shot CoT,GPT-3.5
kidsActivities-crafts,"I'm sorry, I don't have any pottery class. But I do have a watercolor painting class that you might enjoy.",competitor,one-shot CoT,GPT-3.5
kidsActivities-crafts,"I'm sorry, I don't have a pottery class. But I do have a watercolor painting class and a carpentry workshop.",sameCategory,one-shot CoT,GPT-3.5
kidsActivities-crafts,"I'm sorry, I don't have a pottery class. But I do have a watercolor painting class and a carpentry workshop.",sameCategory,one-shot CoT,GPT-3.5
kidsActivities-sports,"I'm sorry, I don't have a gymnastics class. But I do have an acrobatics class that you may be interested in.",competitor,one-shot CoT,GPT-3.5
kidsActivities-sports,"I'm sorry, I don't have a gymnastics class. But I do have an acrobatics class.",competitor,one-shot CoT,GPT-3.5
kidsActivities-sports,"I'm sorry, I don't have a gymnastics class. But I do have an acrobatics class.",competitor,one-shot CoT,GPT-3.5
kidsActivities-sports,"I'm sorry, I don't have a gymnastics class. But I do have an acrobatics class.",competitor,one-shot CoT,GPT-3.5
kidsActivities-sports,"I'm sorry, I don't have any gymnastics class. But I do have an acrobatics class which is very similar. Would you like to sign up for it?",competitor,one-shot CoT,GPT-3.5
friendsActivities-boardGames,"I'm sorry, I don't have Scrabble. But I do have Monopoly and checkers if you like those.",sameCategory,one-shot CoT,GPT-3.5
friendsActivities-boardGames,"I'm sorry, I don't have Scrabble. But I do have Monopoly and checkers.",sameCategory,one-shot CoT,GPT-3.5
friendsActivities-boardGames,"I'm sorry, I don't have Scrabble. But I do have Monopoly and checkers if you'd like to play those.",sameCategory,one-shot CoT,GPT-3.5
friendsActivities-boardGames,"I'm sorry, I don't have any Scrabble. But I do have Monopoly and checkers if you'd like to play those.",sameCategory,one-shot CoT,GPT-3.5
friendsActivities-boardGames,"I'm sorry, I don't have Scrabble. But we do have a few board games, like Monopoly and checkers.",sameCategory,one-shot CoT,GPT-3.5
friendsActivities-videoEntertainment,"I'm sorry, I don't have Netflix. But I do have some movies and Xbox games we can watch and play!",sameCategory,one-shot CoT,GPT-3.5
friendsActivities-videoEntertainment,"I'm sorry, I don't have Netflix. But I do have some movies and Xbox games if you would like to watch or play something.",sameCategory,one-shot CoT,GPT-3.5
friendsActivities-videoEntertainment,"I'm sorry, I don't have Netflix. But I do have some movies and some great games to play.",sameCategory,one-shot CoT,GPT-3.5
friendsActivities-videoEntertainment,"I'm sorry, I don't have Netflix. But I do have some movies, Xbox games, and Monopoly.",fullList,one-shot CoT,GPT-3.5
friendsActivities-videoEntertainment,"I'm sorry, I don't have Netflix. But I do have some movies and Xbox games.",sameCategory,one-shot CoT,GPT-3.5
interior-green,"I'm sorry, I don't have an aloe vera plant. But I do have an agave plant.",competitor,one-shot CoT,GPT-3.5
interior-green,"I'm sorry, I don't have an aloe vera plant. But I do have an agave plant that would be perfect for your new apartment.",competitor,one-shot CoT,GPT-3.5
interior-green,"I'm sorry, I don't have any aloe vera plant. But I do have an agave plant if you'd like that.",competitor,one-shot CoT,GPT-3.5
interior-green,"I'm sorry, I don't have an aloe vera plant. But I do have an agave plant, which has a similar look.",competitor,one-shot CoT,GPT-3.5
interior-green,"I'm sorry, I don't have an aloe vera plant. But I do have an agave plant that would look great in your new apartment.",competitor,one-shot CoT,GPT-3.5
interior-deco,"I'm sorry, I don't have any watercolour paintings. But I do have an oil painting and some printed photographs that you could take.",sameCategory,one-shot CoT,GPT-3.5
interior-deco,"I'm sorry, I don't have any watercolour paintings. But I do have an oil painting and some printed photographs that would look great in any home.",sameCategory,one-shot CoT,GPT-3.5
interior-deco,"I'm sorry, I don't have any watercolour paintings. But I do have an oil painting and some printed photographs that you might like.",sameCategory,one-shot CoT,GPT-3.5
zoo-xl,"I'm sorry, I don't think there are any tigers here. But we can go and see the lion - it's the king of the zoo and sure to be an incredible sight!",competitor,one-shot CoT,GPT-3.5
zoo-xl,"I'm sorry, there isn't a tiger here. But we could go say hello to the lion if you'd like.",competitor,one-shot CoT,GPT-3.5
zoo-xl,"I'm sorry, I don't think there's any tiger here. But there is a lion and a giraffe, which would you like to see first?",sameCategory,one-shot CoT,GPT-3.5
zoo-reptiles,"I'm sorry, I don't have any chameleon here. But I do have some iguanas and turtles which are quite similar to chameleons.",sameCategory,one-shot CoT,GPT-3.5
zoo-reptiles,"I'm sorry, I don't have any chameleon. But I do have some iguanas.",competitor,one-shot CoT,GPT-3.5
zoo-reptiles,"I'm sorry, I don't have any chameleon. But I saw that the iguanas were really interesting and they have some awesome colors!",competitor,one-shot CoT,GPT-3.5
zoo-reptiles,"I'm sorry, I don't have any chameleons here. But we can go and see the iguanas, turtles and the lion.",fullList,one-shot CoT,GPT-3.5
cafe-pie,"I'm sorry, we don't have raspberry cake, but we do have raspberry pie! Would you like to try a slice?",competitor,zero-shot,GPT-3.5
cafe-pie,"No, I'm sorry we don't have raspberry cake. However, we do have raspberry pie if that would interest you.",competitor,zero-shot,GPT-3.5
cafe-pie,"No, we don't have raspberry cake, but we do have raspberry pie. Would you like to try that instead?",competitor,zero-shot,GPT-3.5
cafe-pie,"No, unfortunately we do not have raspberry cake, but we do have raspberry pie. Would that work for you?",competitor,zero-shot,GPT-3.5
cafe-pie,"No, I'm sorry we don't have raspberry cake. But we do have raspberry pie if that interests you.",competitor,zero-shot,GPT-3.5
cafe-pizza,"Yes, we do have veggie pizza. Would you like a slice of cheese pizza, pepperoni pizza, or raspberry pie?",fullList,zero-shot,GPT-3.5
cafe-pizza,"Unfortunately, we don't have any veggie pizzas right now, but we do have a delicious cheese pizza and a pepperoni pizza. Would either of those work for you?",sameCategory,zero-shot,GPT-3.5
cafe-pizza,"Yes, we do! We have cheese pizza that can be ordered without cheese for a vegan option.",competitor,zero-shot,GPT-3.5
bar-whiteWine,"I apologize, we don't carry Sauvignon Blanc at this particular bar. Would you like to try one of our Chardonnays, craft beers, or iced coffees?",fullList,zero-shot,GPT-3.5
bar-whiteWine,"I'm sorry, we don't serve Sauvignon Blanc here. We have Chardonnay and craft beer. We also serve iced coffee. Would you like something from any of those selections?",fullList,zero-shot,GPT-3.5
bar-whiteWine,"I'm sorry, we don't serve Sauvignon Blanc here. However, I can recommend either a glass of iced coffee or a craft beer, if that's something you might enjoy.",other,zero-shot,GPT-3.5
bar-whiteWine,"I'm sorry, we don't have Sauvignon Blanc. We do have an excellent selection of Chardonnay and craft beer. Would you like something from the bar?",sameCategory,zero-shot,GPT-3.5
bar-whiteWine,"I'm sorry, we don't have Sauvignon Blanc here. We only have Chardonnay, craft beer, and iced coffee. Is one of those drinks something you would like to try?",fullList,zero-shot,GPT-3.5
bar-tea,"Unfortunately, no. We don't have iced tea but we do have iced coffee, soda, and Chardonnay. Would any of those options suit you?",fullList,zero-shot,GPT-3.5
bar-tea,"Unfortunately, we do not serve iced tea here. Would you like to try one of our other refreshing beverages such as an iced coffee, a soda, or a glass of Chardonnay?",fullList,zero-shot,GPT-3.5
bar-tea,"Unfortunately, we do not serve iced tea, but we do have iced coffee and soda. Could I interest you in one of those?",sameCategory,zero-shot,GPT-3.5
bar-tea,"I'm sorry, we don't serve iced tea here. We have iced coffee, soda, and Chardonnay. Is there something else I can get for you?",fullList,zero-shot,GPT-3.5
bar-tea,"I'm sorry, we don't have iced tea. We have iced coffee, soda, and Chardonnay. Would any of those work for you?",fullList,zero-shot,GPT-3.5
touristInfo-childTheatre,"Unfortunately, there isn't a theatre performance for children today, but there are a few other events you might enjoy. The circus show is sure to be fun, and the club event has a hip hop DJ. The trade fair may also be of interest.",fullList,zero-shot,GPT-3.5
touristInfo-childTheatre,"Unfortunately, there isn't a theatre performance specifically for children happening today, however, the circus show is entertaining for all ages and it might be of interest to your child. The trade faire also has a few art installations and activities that could be fun for your child. Lastly, the club event with the hip hop",fullList,zero-shot,GPT-3.5
touristInfo-childTheatre,"I'm sorry, no, there isn't a theatre performance specifically for children today. However, the circus show and trade fair might be of interest to children, and the club event is sure to have something for everyone.",other,zero-shot,GPT-3.5
touristInfo-childTheatre,"No, unfortunately there isn't a theatre performance for children today. However, I do have some great alternatives for children to enjoy! We have a circus show with juggling, acrobatics, and more, a trade fare filled with toys, books, and fun activities, and a club event with a hip",fullList,zero-shot,GPT-3.5
touristInfo-childTheatre,"Unfortunately not, but there is a circus show, a trade fair, and a club event with a hip hop DJ. Depending on your child's age, they may enjoy one or more of these events.",fullList,zero-shot,GPT-3.5
touristInfo-clubbing,"Yes, there is a club event with a hip hop DJ at 8 PM today. It should be a great night of upbeat music.",competitor,zero-shot,GPT-3.5
touristInfo-clubbing,"Yes, there is a club event with a hip hop DJ today.",competitor,zero-shot,GPT-3.5
touristInfo-clubbing,"No, but we do have a club event with a hip hop DJ, live jazz music, and a circus show today.",fullList,zero-shot,GPT-3.5
touristInfo-clubbing,"No, there isn't an electronic music event happening today, however, there is a hip-hop DJ playing at a club event, live jazz music, and a circus show going on.",fullList,zero-shot,GPT-3.5
touristInfo-clubbing,"Yes, there is a club event with a hip hop DJ today.",competitor,zero-shot,GPT-3.5
bookingAgency-lowClassAccommodation,"I'm sorry, but the youth hostel doesn't have any available beds for tomorrow night. However, we do still have rooms available in a cheap bed-and-breakfast, a room in a budget hotel, or a suite in a four-star hotel. Which one interests you the most?",fullList,zero-shot,GPT-3.5
bookingAgency-lowClassAccommodation,"I'm sorry, the youth hostel is completely booked up for tomorrow night. However, I do have a room in a cheap bed-and-breakfast, a room in a budget hotel and a suite in a four-star hotel still available for tomorrow night. Which of those options would you like",fullList,zero-shot,GPT-3.5
